name,name_variants,papers_with_clevers,first_copublication,last_copublication,group_affiliation_first_year,group_affiliation_last_year,evidence_tier,site,role_assigned,role_source
"Deng, Yanlin","Deng, Yanlin | Deng, Yaqi | Deng, Yun",5,2016,2025,,,C,,,
"Kruisselbrink, Evelien","Kruisselbrink, Evelien",5,2016,2020,2016,2016,A,UMC Utrecht Immunology,,
"Muraro, Mauro J","Muraro, Mauro | Muraro, Mauro J",5,2016,2021,2016,2019,A,Hubrecht/NIOB,,
"Visvader, Jane E","Visvader, Jane E",5,2016,2021,,,C,,,
"Janda, Claudia Y","Janda, Claudia Y",5,2017,2026,2020,2026,A,Princess Máxima,,
"Li, Xiao-Nan","Li, Xiao-Nan | Li, Xiaomeng | Li, Xingnan",5,2017,2022,,,C,,,
"Stegle, Oliver","Stegle, Oliver",5,2017,2021,,,C,,,
"Teichmann, Sarah A","Teichmann, Sarah A",5,2017,2021,,,C,,,
"Van Hoeck, Arne","Van Hoeck, Arne | van Hoeck, Arne",5,2017,2020,,,C,,,
"Chiu, Man Chun","Chiu, Man Chun",5,2018,2025,,,C,,,
"Chu, Hin","Chu, Hin",5,2018,2025,,,C,,,
"Masereeuw, Rosalinde","Masereeuw, Rosalinde",5,2018,2023,,,C,,,
"Smakman, Niels","Smakman, Niels",5,2018,2026,,,C,,,
"Yuen, Kwok Yung","Yuen, Kwok Yung | Yuen, Kwok-Yung",5,2018,2025,,,C,,,
"De Coppi, Paolo","De Coppi, Paolo | de Coppi, Paolo",5,2019,2023,,,C,,,
"Xu, Xiaoxi","Xu, Xiaoxi | Xu, Xiaoya",5,2019,2023,,,C,,,
"Saftien, Aurelia","Saftien, Aurelia",5,2020,2024,2020,2024,A,Hubrecht/NIOB,,
"van Ineveld, Ravian L","van Ineveld, Ravian L",5,2020,2025,2020,2025,A,Hubrecht/NIOB + Princess Máxima,,
"DeMartino, Jeff","DeMartino, Jeff",5,2022,2024,2022,2024,A,Princess Máxima,,
"Wan, Zhengpeng","Wan, Zhengpeng | Wan, Zhixin",5,2022,2025,,,C,,,
"Dost, Antonella F M","Dost, Antonella F M",5,2023,2026,2023,2026,A,Hubrecht/NIOB,,
"Wijnakker, Joost J A P M","Wijnakker, Joost A P M | Wijnakker, Joost J A P M",5,2024,2026,2024,2026,A,Hubrecht/NIOB,,
"Ballieux, R E","Ballieux, R E",4,1985,1986,,,C,,,
"Gmelig-Meyling, F H","Gmelig-Meyling, F | Gmelig-Meyling, F H",4,1985,1986,,,C,,,
"Logtenberg, Ton","Logtenberg, T | Logtenberg, Ton",4,1985,2022,,,C,,,
"Georgopoulos, K","Georgopoulos, K",4,1987,1993,,,C,,,
"Bensaid, A","Bensaid, A",4,1990,1994,,,C,,,
"Cumano, Ana","Cumano, A | Cumano, Ana",4,1996,2010,,,C,,,
"de Sousa, M","de Sousa, M",4,1996,2000,,,C,,,
"Mortin, M A","Mortin, M | Mortin, M A",4,1997,2000,,,C,,,
"Brantjes, Helen","Brantjes, H | Brantjes, Helen",4,1998,2003,2001,2002,A,UMC Utrecht Immunology,,
"Hurenkamp, J","Hurenkamp, J",4,1998,1999,,,C,,,
"Medema, René H","Medema, R | Medema, R H | Medema, Rene | Medema, René H",4,1998,2005,,,C,,,
"Burgering, Boudewijn M T","Burgering, B M | Burgering, Boudewijn | Burgering, Boudewijn M T",4,1999,2025,2022,2022,A,Hubrecht/NIOB,,
"Fodde, Riccardo","Fodde, R | Fodde, Riccardo",4,1999,2018,,,C,,,
"Held, Werner","Held, W | Held, Werner",4,1999,2006,,,C,,,
"Jay, Philippe","Jay, P | Jay, Philippe",4,2001,2011,,,C,,,
"Meeldijk, Jan","Meeldijk, J | Meeldijk, Jan",4,2001,2003,,,C,,,
"Zivkovic, Danica","Zivkovic, D | Zivkovic, Danica",4,2001,2007,,,C,,,
"Pinto, Daniel","Pinto, Daniel",4,2003,2005,2003,2005,A,Hubrecht/NIOB,,
"Cole, Alicia M","Cole, Alicia M",4,2006,2018,,,C,,,
"van Diest, Paul Joannes","van Diest, P J | van Diest, Paul | van Diest, Paul J | van Diest, Paul Joannes",4,2006,2020,,,C,,,
"Ernst, Matthias","Ernst, Matthias",4,2007,2019,,,C,,,
"Morsink, Folkert H M","Morsink, F H M | Morsink, Folkert | Morsink, Folkert H | Morsink, Folkert H M",4,2007,2019,,,C,,,
"Kasper, Maria","Kasper, M | Kasper, Maria",4,2008,2015,,,C,,,
"Toftgård, Rune","Toftgård, R | Toftgård, Rune",4,2008,2015,,,C,,,
"Taouatas, Nadia","Taouatas, Nadia",4,2009,2025,,,C,,,
"Brunton, Valerie G","Brunton, Valerie | Brunton, Valerie G",4,2010,2025,,,C,,,
"Liu, Hongtao","Liu, He K | Liu, Hongtao | Liu, Huiping | Liu, Huiwen",4,2010,2025,,,C,,,
"Myant, Kevin","Myant, Kevin",4,2010,2025,,,C,,,
"Itzkovitz, Shalev","Itzkovitz, Shalev",4,2011,2012,,,C,,,
"Van Gorp, Joost","Van Gorp, Joost | van Gorp, Joost",4,2011,2020,,,C,,,
"Medema, Jan Paul","Medema, Jan Paul",4,2012,2018,,,C,,,
"Wang, Yinsheng","Wang, Yan | Wang, Yanling | Wang, Yaqi | Wang, Yinsheng",4,2012,2022,,,C,,,
"Watt, Fiona M","Watt, Fiona | Watt, Fiona M",4,2012,2018,,,C,,,
"Ravelli, Raimond B G","Ravelli, Raimond B G",4,2013,2021,,,C,,,
"Smith, Andrew D","Smith, Amber | Smith, Andrew D | Smith, Austin",4,2013,2022,,,C,,,
"Theis, Fabian J","Theis, Fabian J",4,2013,2021,,,C,,,
"van Andel, Harmen","van Andel, H | van Andel, Harmen",4,2013,2017,,,C,,,
"Baker, Lindsey A","Baker, Lindsey A",4,2014,2017,,,C,,,
"Engle, Dannielle D","Engle, Dannielle D",4,2014,2018,,,C,,,
"Fuchs, Sabine A","Fuchs, Sabine A",4,2014,2020,,,C,,,
"Gao, Daming","Gao, Daming | Gao, Dong",4,2014,2023,,,C,,,
"Houwen, Roderick H J","Houwen, Roderick H J",4,2014,2019,,,C,,,
"Hwang, Chang-Il","Hwang, Chang-Il",4,2014,2017,,,C,,,
"IJzermans, Jan N M","IJzermans, Jan N M | IJzermans, Jan Nm | Ijzermans, Jan N M",4,2014,2021,,,C,,,
"Jager, Myrthe","Jager, Myrthe",4,2014,2020,2014,2016,A,Hubrecht/NIOB,,
"Siu, Hoi Cheong","Siu, Hoi Cheong",4,2014,2025,,,C,,,
"Tiriac, Hervé","Tiriac, Hervé",4,2014,2018,,,C,,,
"de Jonge, Jeroen","de Jonge, Jeroen",4,2014,2020,,,C,,,
"Flanagan, Dustin J","Flanagan, Dustin J",4,2015,2021,,,C,,,
"Linnarsson, Sten","Linnarsson, Sten",4,2015,2021,,,C,,,
"Wessels, Lodewyk","Wessels, Lodewyk",4,2015,2019,,,C,,,
"van Wolferen, Monique E","van Wolferen, Monique E",4,2015,2020,,,C,,,
"Gjorevski, Nikolche","Gjorevski, Nikolce | Gjorevski, Nikolche",4,2016,2025,,,C,,,
"Lee, Bernard C H","Lee, Bernard C H | Lee, Bumwhee",4,2016,2020,,,C,,,
"Lutolf, Matthias P","Lutolf, Matthias | Lutolf, Matthias P",4,2016,2025,,,C,,,
"Yue, Sarah S K","Yue, Sarah S K",4,2016,2025,,,C,,,
"Zhang, Xiaoming","Zhang, Xiaoming | Zhang, Xiaoyu | Zhang, Xueli",4,2016,2023,,,C,,,
"Knoblich, Juergen A","Knoblich, Juergen A | Knoblich, Jürgen A",4,2017,2021,,,C,,,
"Marine, Jean-Christophe","Marine, Jean-Christophe",4,2017,2021,,,C,,,
"Roman-Roman, Sergio","Roman-Roman, Sergio",4,2017,2021,,,C,,,
"Zilbauer, Matthias","Zilbauer, Matthias",4,2017,2024,,,C,,,
"Asra, Priyanca","Asra, Priyanca",4,2018,2021,2018,2021,A,Hubrecht/NIOB,,
"Chen, Huei-Rong","Chen, Hong | Chen, Honglin | Chen, Huei-Rong",4,2018,2023,,,C,,,
"Elias, Sjoerd G","Elias, Sjoerd G",4,2018,2023,,,C,,,
"Gao, Jianjun","Gao, Jianjun | Gao, Jie | Gao, Jun",4,2018,2022,,,C,,,
"Ma, Stephanie","Ma, Stephanie",4,2018,2025,,,C,,,
"Peng, Junjie","Peng, Jia | Peng, Junjie",4,2018,2022,,,C,,,
"To, Kelvin Kai-Wang","To, Kelvin Kai-Wang",4,2018,2025,,,C,,,
"Amatngalim, Gimano D","Amatngalim, Gimano D",4,2019,2025,,,C,,,
"Bleijs, Margit","Bleijs, Margit",4,2019,2023,2019,2023,A,Hubrecht/NIOB + Princess Máxima,,
"Cai, Shangli","Cai, Sanjun | Cai, Shangli",4,2019,2023,,,C,,,
"Derakhshan, Sepideh","Derakhshan, Sepide | Derakhshan, Sepideh",4,2019,2020,2019,2020,A,Hubrecht/NIOB + Princess Máxima,,
"Fu, Guoxiang","Fu, Guoxiang",4,2019,2022,,,C,,,
"He, Gui-Wei","He, Gui-Wei",4,2019,2024,2019,2024,A,Hubrecht/NIOB,,
"Kolders, Sigrid","Kolders, S | Kolders, Sigrid",4,2019,2020,2019,2020,A,Hubrecht/NIOB,,
"Proost, Natalie","Proost, Natalie",4,2019,2023,,,C,,,
"Vermeulen, Marijn A","Vermeulen, Marijn | Vermeulen, Marijn A | Vermeulen, Michiel",4,2019,2025,2025,2025,A,Princess Máxima,,
"Wehrens, Ellen J","Wehrens, Ellen J",4,2019,2024,2019,2024,A,Hubrecht/NIOB + Princess Máxima,,
"Willems, Stefan M","Willems, Stefan | Willems, Stefan M",4,2019,2025,,,C,,,
"Yengej, Fjodor A Yousef","Yengej, Fjodor A Yousef | Yengej, Fjodor Yousef",4,2019,2024,2019,2024,A,Hubrecht/NIOB,,
"Zandvliet, Maurice M J M","Zandvliet, Maurice | Zandvliet, Maurice M J M",4,2019,2024,,,C,,,
"Zhou, Ying","Zhou, Yi | Zhou, Ying",4,2019,2025,,,C,,,
"de Bree, Remco","de Bree, Remco",4,2019,2023,,,C,,,
"van den Heuvel-Eibrink, Marry M","van den Heuvel-Eibrink, M M | van den Heuvel-Eibrink, Marry M",4,2019,2020,2019,2020,A,Princess Máxima,,
"Breugem, Tim I","Breugem, Tim I",4,2020,2023,,,C,,,
"Kok, Rutger N U","Kok, Rutger | Kok, Rutger N U",4,2020,2026,,,C,,,
"Molenaar, Jan J","Molenaar, Jan J",4,2020,2025,2020,2025,A,Princess Máxima,,
"Mykytyn, Anna Z","Mykytyn, Anna Z",4,2020,2023,,,C,,,
"Schipper, Debby","Schipper, Debby",4,2020,2023,,,C,,,
"van der Linden, Reinier","van der Linden, Reinier",4,2020,2023,2020,2023,A,Hubrecht/NIOB,,
"Zhang, Yuezheng","Zhang, Yali V | Zhang, Yanchun | Zhang, Yong | Zhang, Yuezheng",4,2021,2025,,,C,,,
"Huang, Jingjing","Huang, Jingjing",4,2022,2025,,,C,,,
"Staliarova, Nadzeya","Staliarova, Nadzeya",4,2022,2024,,,C,,,
"Yu, Yifei","Yu, Yang | Yu, Yifei",4,2022,2025,,,C,,,
"Huang, Lulu","Huang, Lin | Huang, Lulu",4,2024,2026,2024,2026,A,Hubrecht/NIOB,,
"De Vries, Maaike H","De Vries, Maaike H | de Vries, Maaike H",4,2025,2026,,,C,,,
"Wileman, T E","Wileman, T | Wileman, T E",3,1988,1988,,,C,,,
"Kaushal, A","Kaushal, A",3,1990,1992,,,C,,,
"Owen, M J","Owen, M J",3,1991,1995,,,C,,,
"Toye, P G","Toye, P | Toye, P G",3,1991,1995,,,C,,,
"Young, J R","Young, J R",3,1991,1992,,,C,,,
"Davis, W C","Davis, W C",3,1993,1996,,,C,,,
"de Weger, R A","de Weger, R | de Weger, R A",3,1993,1997,,,C,,,
"Hofhuis, Frans","Hofhuis, F | Hofhuis, Frans",3,1995,2012,,,C,,,
"Ya, J","Ya, J",3,1996,1998,1998,1998,A,UMC Utrecht Immunology,,
"Jones, T","Jones, T",3,1997,2000,,,C,,,
"Moorman, Antoon F M","Moorman, A F | Moorman, Antoon F M",3,1997,2011,,,C,,,
"Morin, P J","Morin, P J",3,1997,2000,,,C,,,
"Peifer, M","Peifer, M",3,1997,1999,,,C,,,
"Wells, Christine A","Wells, C | Wells, Christine A",3,1997,2017,,,C,,,
"De Strooper, Bart","De Strooper, B | De Strooper, Bart",3,1998,2021,,,C,,,
"Lokhorst, Henk M","Lokhorst, H M | Lokhorst, Henk M",3,1998,2004,,,C,,,
"van den Hoff, Maurice J B","van den Hoff, M J | van den Hoff, Maurice J B",3,1998,2018,,,C,,,
"Kielman, Menno","Kielman, M | Kielman, Menno",3,1999,2005,,,C,,,
"Lanier, L L","Lanier, L L",3,1999,2003,,,C,,,
"Phillips, J H","Phillips, J H",3,1999,2003,,,C,,,
"Smits, R","Smits, R",3,1999,2001,,,C,,,
"van der Vuurst de Vries, A R","van der Vuurst de Vries, A R | van der Vuurst de Vries, A-R",3,1999,2003,1999,1999,A,UMC Utrecht Immunology,,
"Bienz, Mariann","Bienz, M | Bienz, Mariann",3,2000,2003,,,C,,,
"Duluc, Isabelle","Duluc, I | Duluc, Isabelle",3,2000,2011,,,C,,,
"Freund, Jean-Noel","Freund, J N | Freund, Jean-Noel | Freund, Jean-Noël",3,2000,2011,,,C,,,
"Schutte, Mieke","Schutte, M | Schutte, Mieke",3,2001,2009,,,C,,,
"Meniel, Valerie S","Meniel, Valerie | Meniel, Valerie S",3,2002,2019,,,C,,,
"Derksen, Patrick W B","Derksen, Patrick W B",3,2004,2025,,,C,,,
"Jonkheer, Suzanne","Jonkheer, Suzanne",3,2004,2005,,,C,,,
"Riccio, Orbicia","Riccio, Orbicia",3,2005,2008,,,C,,,
"Robine, Sylvie","Robine, Sylvie",3,2005,2012,,,C,,,
"van de Born, Maaike","van de Born, Maaike",3,2005,2014,2014,2014,A,Hubrecht/NIOB,,
"Faro, Ana","Faro, Ana",3,2007,2009,2009,2009,A,Hubrecht/NIOB,,
"Iacobuzio-Donahue, Christine A","Iacobuzio-Donahue, C A | Iacobuzio-Donahue, Christine | Iacobuzio-Donahue, Christine A",3,2007,2018,,,C,,,
"Wilkins, Julie A","Wilkins, Julie A",3,2007,2025,,,C,,,
"Guryev, Victor","Guryev, Victor",3,2008,2010,,,C,,,
"Hruban, Ralph H","Hruban, R H | Hruban, Ralph H",3,2008,2018,,,C,,,
"Jaks, Viljar","Jaks, V | Jaks, Viljar",3,2008,2010,,,C,,,
"Abo, Arie","Abo, Arie",3,2009,2012,,,C,,,
"Lu, Q Richard","Lu, Q Richard",3,2009,2025,,,C,,,
"Ten Klooster, Jean Paul","Ten Klooster, Jean Paul | ten Klooster, Jean Paul",3,2009,2012,2009,2009,A,Hubrecht/NIOB,,
"Li, Linheng","Li, Liang | Li, Linheng",3,2010,2020,,,C,,,
"Poulsom, Richard","Poulsom, Richard",3,2010,2012,,,C,,,
"Romagnolo, Beatrice","Romagnolo, Beatrice | Romagnolo, Béatrice",3,2010,2021,,,C,,,
"Sears, Rosalie C","Sears, Rosalie C",3,2010,2025,,,C,,,
"Shivdasani, Ramesh A","Shivdasani, Ramesh A",3,2010,2021,,,C,,,
"Siersema, Peter D","Siersema, Peter D",3,2010,2011,,,C,,,
"Van den Brink, Gijs R","Van den Brink, Gijs R | van den Brink, Gijs R",3,2010,2013,,,C,,,
"Wright, Nicholas A","Wright, Nicholas A | Wright, Nick",3,2010,2012,,,C,,,
"Low, Teck Y","Low, Teck Y",3,2011,2012,,,C,,,
"Munro, June","Munro, June",3,2011,2025,,,C,,,
"Nishimori, Katsuhiko","Nishimori, Katsuhiko",3,2011,2015,,,C,,,
"Gloerich, Martijn","Gloerich, Martijn",3,2012,2025,,,C,,,
"Jordens, Ingrid","Jordens, Ingrid",3,2012,2025,,,C,,,
"Kemper, Kristel","Kemper, Kristel",3,2012,2017,,,C,,,
"Nakamura, Toshiyuki","Nakamura, Tetsuya | Nakamura, Toshiyuki",3,2012,2017,,,C,,,
"Prasetyanti, Pramudita R","Prasetyanti, Pramudita R",3,2012,2018,,,C,,,
"Berns, Anton","Berns, A | Berns, Anton",3,2013,2020,,,C,,,
"Boymans, Sander","Boymans, Sander",3,2013,2017,2016,2016,A,Hubrecht/NIOB,,
"Carlotti, Françoise","Carlotti, Françoise",3,2013,2024,,,C,,,
"Gribble, Fiona M","Gribble, Fiona | Gribble, Fiona M",3,2013,2018,,,C,,,
"Gros, Piet","Gros, Piet",3,2013,2014,,,C,,,
"Meddens, Claartje A","Meddens, Claartje A",3,2013,2025,,,C,,,
"Reimann, Frank","Reimann, Frank",3,2013,2018,,,C,,,
"Shen, Lianju","Shen, Lianju | Shen, Lijun",3,2013,2022,,,C,,,
"de Groot, Reinoud E A","de Groot, Reinoud E A | de Groot, Rosa",3,2013,2020,2013,2013,A,Hubrecht/NIOB,,
"Behjati, Sam","Behjati, Sam",3,2014,2018,,,C,,,
"Blom, Hans","Blom, Hans",3,2014,2022,,,C,,,
"Brismar, Hjalmar","Brismar, Hjalmar",3,2014,2022,,,C,,,
"Campbell, Peter J","Campbell, Peter | Campbell, Peter J",3,2014,2018,,,C,,,
"Carninci, Piero","Carninci, Piero",3,2014,2017,,,C,,,
"Chio, Iok In Christine","Chio, Iok In Christine",3,2014,2017,,,C,,,
"Dow, Lukas E","Dow, Lukas E",3,2014,2019,,,C,,,
"Escher, Johanna C","Escher, Johanna C",3,2014,2018,,,C,,,
"Huber, Lukas A","Huber, Lukas A",3,2014,2023,,,C,,,
"Iaquinta, Phillip J","Iaquinta, Phillip J",3,2014,2015,,,C,,,
"Klumperman, Judith","Klumperman, Judith",3,2014,2021,,,C,,,
"Law, Simon Y K","Law, Simon | Law, Simon Y K",3,2014,2025,,,C,,,
"Lowe, Scott W","Lowe, Scott W",3,2014,2019,,,C,,,
"Piazza, Silvano","Piazza, Silvano",3,2014,2020,,,C,,,
"Ritsma, Laila","Ritsma, Laila",3,2014,2020,2014,2014,A,Hubrecht/NIOB,,
"Roerink, Sophie F","Roerink, Sophie | Roerink, Sophie F",3,2014,2018,,,C,,,
"Shin, Jay W","Shin, Jay W",3,2014,2017,,,C,,,
"Suzuki, Masanori","Suzuki, Makoto | Suzuki, Masanori",3,2014,2018,,,C,,,
"Tetteh, Paul W","Tetteh, Paul W",3,2014,2016,2014,2016,A,Hubrecht/NIOB,,
"Watanabe, Satoshi","Watanabe, Satoshi | Watanabe, Shoko",3,2014,2026,,,C,,,
"Yu, Kenneth H","Yu, Kenneth H | Yu, Kun",3,2014,2018,,,C,,,
"Zhao, Zi-ming","Zhao, Zhen | Zhao, Zi-ming | Zhao, Zijun",3,2014,2025,,,C,,,
"de Sauvage, Frederic J","de Sauvage, Frederic | de Sauvage, Frederic J",3,2014,2021,,,C,,,
"van der Elst, Stefan","van der Elst, Stefan",3,2014,2020,2014,2020,A,Hubrecht/NIOB,,
"Bounova, Gergana","Bounova, Gergana",3,2015,2019,,,C,,,
"Grinwis, Guy C M","Grinwis, Guy C | Grinwis, Guy C M",3,2015,2020,,,C,,,
"Kops, Geert J P L","Kops, Geert J P L",3,2015,2019,2019,2019,A,Hubrecht/NIOB,,
"Kruitwagen, Hedwig S","Kruitwagen, Hedwig S",3,2015,2020,,,C,,,
"Kuiper, Roland P","Kuiper, Roland P",3,2015,2025,2017,2025,A,Princess Máxima,,
"Lasrado, Reena","Lasrado, Reena",3,2015,2017,,,C,,,
"McCallum, Sarah","McCallum, Sarah",3,2015,2017,,,C,,,
"Peeper, Daniel S","Peeper, Daniel S",3,2015,2017,,,C,,,
"Pettersson, Sven","Pettersson, Sven",3,2015,2015,,,C,,,
"Rothuizen, Jan","Rothuizen, Jan",3,2015,2020,,,C,,,
"Schotanus, Baukje A","Schotanus, Baukje A",3,2015,2020,,,C,,,
"Vincan, Elizabeth","Vincan, Elizabeth",3,2015,2019,,,C,,,
"van Jaarsveld, Richard H","van Jaarsveld, Richard H",3,2015,2019,2019,2019,A,Hubrecht/NIOB,,
"van der Velden, Daphne L","van der Velden, Daphne | van der Velden, Daphne L",3,2015,2019,,,C,,,
"Angers, Stephane","Angers, Stephane | Angers, Stéphane",3,2016,2017,,,C,,,
"Brown, Kevin R","Brown, Kari | Brown, Kevin R",3,2016,2022,,,C,,,
"Egan, David Anthony","Egan, David A | Egan, David Anthony",3,2016,2018,,,C,,,
"Heijerman, Harry G M","Heijerman, Harry G M",3,2016,2019,,,C,,,
"Man, Alice H Y","Man, Alice H Y",3,2016,2020,,,C,,,
"Verissimo, Carla S","Verissimo, Carla S",3,2016,2023,2021,2021,A,Hubrecht/NIOB,,
"Verlaan-Klink, Ingrid","Verlaan-Klink, Ingrid",3,2016,2025,2025,2025,A,Princess Máxima,,
"Amit, Ido","Amit, Ido",3,2017,2021,,,C,,,
"Garcia, K Christopher","Garcia, K Christopher",3,2017,2020,,,C,,,
"Kuo, Calvin J","Kuo, Calvin J",3,2017,2023,,,C,,,
"Lee, Eun Jung","Lee, Emily M | Lee, Eun Jung | Lee, Eunmin",3,2017,2023,,,C,,,
"Marioni, John C","Marioni, John C",3,2017,2021,,,C,,,
"Palmer, Hector G","Palmer, Hector G | Palmer, Héctor G",3,2017,2022,,,C,,,
"Pombo, Ana","Pombo, Ana",3,2017,2021,,,C,,,
"Reik, Wolf","Reik, Wolf",3,2017,2021,,,C,,,
"Vallier, Ludovic","Vallier, Ludovic",3,2017,2021,,,C,,,
"Villanueva, Alberto","Villanueva, Alberto",3,2017,2022,,,C,,,
"Chan, Dessy","Chan, Dessy",3,2018,2025,,,C,,,
"Hartemink, Koen J","Hartemink, Koen J",3,2018,2023,,,C,,,
"Hendrickx, Antoni P A","Hendrickx, Antoni P A",3,2018,2019,,,C,,,
"Kaing, Sovann","Kaing, Sovann",3,2018,2020,,,C,,,
"Kim, Jong Kyoung","Kim, Jihoon | Kim, Jong Kyoung | Kim, Joseph",3,2018,2022,,,C,,,
"Smit, Egbert F","Smit, Egbert F",3,2018,2020,,,C,,,
"Wiener, Dominique J","Wiener, Dominique J",3,2018,2019,2018,2019,A,Hubrecht/NIOB,,
"Wong, Kenneth Kak-Yuen","Wong, Kenneth Kak-Yuen",3,2018,2024,,,C,,,
"van Leerdam, Monique E","van Leerdam, Monique | van Leerdam, Monique E",3,2018,2024,,,C,,,
"Alieva, Maria","Alieva, Maria",3,2019,2024,2019,2024,A,Hubrecht/NIOB + Princess Máxima,,
"Elvassore, Nicola","Elvassore, Nicola",3,2019,2023,,,C,,,
"Giobbe, Giovanni Giuseppe","Giobbe, Giovanni Giuseppe",3,2019,2023,,,C,,,
"Hami, Nizar","Hami, Nizar",3,2019,2020,,,C,,,
"Hu, Chen","Hu, Chen",3,2019,2022,,,C,,,
"Jansen, Jitske","Jansen, Jitske",3,2019,2023,,,C,,,
"Jonges, Trudy G N","Jonges, Trudy | Jonges, Trudy G N",3,2019,2021,,,C,,,
"Lanz, Henriette L","Lanz, Henriette | Lanz, Henriette L",3,2019,2022,,,C,,,
"Li, Guichao","Li, Gang | Li, Guichao",3,2019,2023,,,C,,,
"Mullenders, Jasper","Mullenders, Jasper",3,2019,2021,2019,2021,A,Hubrecht/NIOB,,
"Rao, Xinxin","Rao, Xinxin",3,2019,2022,,,C,,,
"Stigter, Edwin C A","Stigter, Edwin C A",3,2019,2025,,,C,,,
"Vivié, Judith A","Vivié, Judith | Vivié, Judith A",3,2019,2024,2019,2019,A,Hubrecht/NIOB,,
"Yao, Ye","Yao, Ye",3,2019,2022,,,C,,,
"Zweemer, Ronald Peter","Zweemer, Ronald P | Zweemer, Ronald Peter",3,2019,2021,,,C,,,
"Argmann, Carmen","Argmann, Carmen",3,2020,2026,,,C,,,
"Bauzá-Martinez, Julia","Bauzá-Martinez, Julia",3,2020,2022,,,C,,,
"Bock, Christoph","Bock, Christoph",3,2020,2021,,,C,,,
"Bousema, Teun","Bousema, Teun",3,2020,2023,,,C,,,
"Candelli, Tito","Candelli, Tito",3,2020,2025,2020,2025,A,Princess Máxima,,
"Fouchier, Ron A M","Fouchier, Ron | Fouchier, Ron A M",3,2020,2026,,,C,,,
"Goedhart, Joachim","Goedhart, Joachim",3,2020,2021,,,C,,,
"Heinz, Maria C","Heinz, Maria C",3,2020,2025,2020,2020,A,Hubrecht/NIOB,,
"Joosten, Leo A B","Joosten, Leo A B",3,2020,2021,,,C,,,
"Koomen, Mandy","Koomen, Mandy",3,2020,2023,2020,2023,A,Hubrecht/NIOB,,
"Lijnzaad, Philip","Lijnzaad, Philip",3,2020,2025,2020,2025,A,Princess Máxima,,
"Pieters, Rob","Pieters, R | Pieters, Rob",3,2020,2024,2020,2024,A,Princess Máxima,,
"Riesebosch, Samra","Riesebosch, Samra",3,2020,2021,,,C,,,
"Rosendahl Huber, Axel","Rosendahl Huber, Axel",3,2020,2024,2020,2024,A,Princess Máxima,,
"Schadt, Eric E","Schadt, Eric | Schadt, Eric E",3,2020,2026,,,C,,,
"Tanenbaum, Marvin E","Tanenbaum, Marvin E",3,2020,2026,2020,2026,A,Hubrecht/NIOB,,
"Van Hillegersberg, Richard","Van Hillegersberg, Richard | van Hillegersberg, Richard",3,2020,2026,,,C,,,
"Wu, Shaoguang","Wu, Sean M | Wu, Shanie | Wu, Shaoguang",3,2020,2025,2025,2025,A,Hubrecht/NIOB,,
"de Barbanson, Buys","de Barbanson, Buys",3,2020,2021,2020,2021,A,Hubrecht/NIOB,,
"de Krijger, Ronald R","de Krijger, Ronald R",3,2020,2025,2020,2025,A,Princess Máxima,,
"van der Linden, Franka H","van der Linden, Franka | van der Linden, Franka H",3,2020,2021,,,C,,,
"Cougoule, Céline","Cougoule, Céline",3,2021,2023,,,C,,,
"Leon-Icaza, Stephen Adonai","Leon-Icaza, Stephen Adonai",3,2021,2023,,,C,,,
"Lugo-Villarino, Geanncarlo","Lugo-Villarino, Geanncarlo",3,2021,2023,,,C,,,
"Meunier, Etienne","Meunier, Etienne",3,2021,2023,,,C,,,
"Weusten, Bas L A M","Weusten, Bas L A | Weusten, Bas L A M",3,2021,2026,,,C,,,
"Ding, Shengli","Ding, Shengli",3,2022,2024,,,C,,,
"Hsu, Carolyn","Hsu, Carolyn",3,2022,2024,,,C,,,
"Hsu, David","Hsu, David",3,2022,2024,,,C,,,
"Jiang, Chongming","Jiang, Chengfan | Jiang, Chongming",3,2022,2025,,,C,,,
"Kopetz, Scott E","Kopetz, Scott | Kopetz, Scott E",3,2022,2024,,,C,,,
"Kuball, Jürgen","Kuball, Jürgen",3,2022,2024,2022,2024,A,UMC Utrecht Immunology,,
"Negrete, Marcos","Negrete, Marcos",3,2022,2024,,,C,,,
"Rodríguez Colman, Maria J","Rodríguez Colman, Maria J",3,2022,2026,,,C,,,
"Sebestyen, Zsolt","Sebestyen, Zsolt | Sebestyén, Zsolt",3,2022,2024,2022,2024,A,UMC Utrecht Immunology,,
"Wang, Zhaohui","Wang, Zhaohui",3,2022,2024,,,C,,,
"Xi, Ranhui","Xi, Ranhui | Xi, Rui",3,2022,2024,,,C,,,
"Balážová, Katarína","Balážová, Katarína",3,2023,2026,2023,2026,A,Hubrecht/NIOB,,
"Betjes, Max A","Betjes, Max A",3,2023,2025,,,C,,,
"Celotti, Martina","Celotti, Martina",3,2023,2024,2023,2024,A,Hubrecht/NIOB,,
"Derks, Lucca L M","Derks, Lucca L M | Derks, Lucca Lm",3,2023,2024,2023,2024,A,Princess Máxima,,
"Jansen, Suze A","Jansen, Suze A",3,2023,2025,2023,2023,A,Princess Máxima,,
"Massalini, Simone","Massalini, Simone",3,2023,2024,2023,2024,A,Princess Máxima,,
"Roodhart, Jeanine M L","Roodhart, Jeanine | Roodhart, Jeanine M L",3,2023,2024,,,C,,,
